Disease|Genes|Count
C0026764|ENSG00000004468;;ENSG00000007908;;ENSG00000010810;;ENSG00000012124;;ENSG00000019991;;ENSG00000026103;;ENSG00000026751;;ENSG00000048052;;ENSG00000048462;;ENSG00000063176;;ENSG00000068078;;ENSG00000077782;;ENSG00000080709;;ENSG00000080824;;ENSG00000082898;;ENSG00000089685;;ENSG00000090339;;ENSG00000094631;;ENSG00000100368;;ENSG00000102096;;ENSG00000102524;;ENSG00000105383;;ENSG00000106546;;ENSG00000107984;;ENSG00000110092;;ENSG00000111291;;ENSG00000112115;;ENSG00000112715;;ENSG00000113161;;ENSG00000113721;;ENSG00000113851;;ENSG00000115884;;ENSG00000116478;;ENSG00000117335;;ENSG00000117400;;ENSG00000120217;;ENSG00000120949;;ENSG00000121966;;ENSG00000125498;;ENSG00000127837;;ENSG00000128052;;ENSG00000131238;;ENSG00000134470;;ENSG00000134853;;ENSG00000136244;;ENSG00000137265;;ENSG00000138160;;ENSG00000138685;;ENSG00000140443;;ENSG00000142208;;ENSG00000143384;;ENSG00000149294;;ENSG00000157103;;ENSG00000157404;;ENSG00000157764;;ENSG00000160712;;ENSG00000160953;;ENSG00000163518;;ENSG00000164362;;ENSG00000165280;;ENSG00000165731;;ENSG00000167601;;ENSG00000168610;;ENSG00000171105;;ENSG00000172322;;ENSG00000174405;;ENSG00000177455;;ENSG00000178573;;ENSG00000182866;;ENSG00000184033;;ENSG00000185499;;ENSG00000196743;;ENSG00000196776;;ENSG00000197122;;ENSG00000198223;;ENSG00000203747;;ENSG00000204983;;ENSG00000205274;;ENSG00000213809;;ENSG00000221867;;ENSG00000232810;;ENSG00000240505|82
C0026769|ENSG00000005381;;ENSG00000010671;;ENSG00000055118;;ENSG00000065989;;ENSG00000067182;;ENSG00000069431;;ENSG00000081041;;ENSG00000087245;;ENSG00000091831;;ENSG00000099810;;ENSG00000101017;;ENSG00000102967;;ENSG00000104432;;ENSG00000107165;;ENSG00000109471;;ENSG00000110680;;ENSG00000111012;;ENSG00000111537;;ENSG00000113161;;ENSG00000113448;;ENSG00000113580;;ENSG00000115232;;ENSG00000117984;;ENSG00000118113;;ENSG00000120899;;ENSG00000121807;;ENSG00000128271;;ENSG00000131747;;ENSG00000132170;;ENSG00000134460;;ENSG00000135047;;ENSG00000136869;;ENSG00000139610;;ENSG00000143365;;ENSG00000143387;;ENSG00000149968;;ENSG00000158092;;ENSG00000159110;;ENSG00000161638;;ENSG00000161955;;ENSG00000163131;;ENSG00000163485;;ENSG00000164733;;ENSG00000168356;;ENSG00000168685;;ENSG00000169442;;ENSG00000169783;;ENSG00000169836;;ENSG00000170425;;ENSG00000170989;;ENSG00000171431;;ENSG00000171855;;ENSG00000172179;;ENSG00000174080;;ENSG00000176884;;ENSG00000180210;;ENSG00000180739;;ENSG00000182175;;ENSG00000184588;;ENSG00000187764;;ENSG00000196126;;ENSG00000196549;;ENSG00000196839;;ENSG00000197122;;ENSG00000197561;;ENSG00000197971;;ENSG00000198223;;ENSG00000205274;;ENSG00000232810;;ENSG00000273079;;ENSG00000282608|71
C0026850|ENSG00000048052;;ENSG00000106018;;ENSG00000108823;;ENSG00000111640;;ENSG00000113580;;ENSG00000116478;;ENSG00000130368;;ENSG00000135636;;ENSG00000138379;;ENSG00000152818;;ENSG00000163069;;ENSG00000169083;;ENSG00000196218;;ENSG00000198947|14
C0026896|ENSG00000004468;;ENSG00000030304;;ENSG00000101017;;ENSG00000104870;;ENSG00000117594;;ENSG00000136160;;ENSG00000137364;;ENSG00000184984;;ENSG00000197766;;ENSG00000211891;;ENSG00000215788;;ENSG00000234745|12
C0026948|ENSG00000048052;;ENSG00000065989;;ENSG00000101916;;ENSG00000109471;;ENSG00000113448;;ENSG00000116478;;ENSG00000120949;;ENSG00000145839;;ENSG00000164136;;ENSG00000168610;;ENSG00000171608;;ENSG00000173762;;ENSG00000183813;;ENSG00000184588;;ENSG00000186350;;ENSG00000196664;;ENSG00000196776;;ENSG00000198805;;ENSG00000198851;;ENSG00000203747;;ENSG00000255974|21
C0027051|ENSG00000005381;;ENSG00000031698;;ENSG00000100985;;ENSG00000101200;;ENSG00000102245;;ENSG00000105048;;ENSG00000111271;;ENSG00000111275;;ENSG00000112137;;ENSG00000120937;;ENSG00000121769;;ENSG00000122194;;ENSG00000132693;;ENSG00000134222;;ENSG00000134243;;ENSG00000143126;;ENSG00000143498;;ENSG00000143512;;ENSG00000147883;;ENSG00000154305;;ENSG00000162819;;ENSG00000163631;;ENSG00000176399;;ENSG00000182752;;ENSG00000186063;;ENSG00000197520;;ENSG00000198125;;ENSG00000198670;;ENSG00000204842;;ENSG00000221986|30
C0027121|ENSG00000198563;;ENSG00000204475;;ENSG00000204482;;ENSG00000204498;;ENSG00000204511;;ENSG00000204516;;ENSG00000213760;;ENSG00000226979;;ENSG00000227507;;ENSG00000232810|10
C0027404|ENSG00000028137;;ENSG00000100288;;ENSG00000101180;;ENSG00000137252;;ENSG00000142319;;ENSG00000146399;;ENSG00000179344;;ENSG00000196126;;ENSG00000196735;;ENSG00000205560;;ENSG00000232810;;ENSG00000244165|12
C0027708|ENSG00000084093;;ENSG00000106536;;ENSG00000113360;;ENSG00000128191;;ENSG00000130600;;ENSG00000141510;;ENSG00000147257;;ENSG00000167244;;ENSG00000168036;;ENSG00000184675;;ENSG00000184937|11
C0027773|ENSG00000006071;;ENSG00000101076;;ENSG00000106633;;ENSG00000135100;;ENSG00000138796;;ENSG00000148672;;ENSG00000155380;;ENSG00000175567;;ENSG00000187486;;ENSG00000281917|10
C0027877|ENSG00000030582;;ENSG00000101152;;ENSG00000102805;;ENSG00000117984;;ENSG00000128973;;ENSG00000131238;;ENSG00000159363;;ENSG00000164073;;ENSG00000166340;;ENSG00000174080;;ENSG00000182372;;ENSG00000188603;;ENSG00000243335|13
C0028326|ENSG00000099949;;ENSG00000100485;;ENSG00000108061;;ENSG00000115904;;ENSG00000126458;;ENSG00000132155;;ENSG00000133703;;ENSG00000143622;;ENSG00000155903;;ENSG00000157764;;ENSG00000166535;;ENSG00000169032;;ENSG00000179295;;ENSG00000213281|14
C0029434|ENSG00000012174;;ENSG00000095209;;ENSG00000100147;;ENSG00000108821;;ENSG00000112773;;ENSG00000113140;;ENSG00000117385;;ENSG00000117899;;ENSG00000125084;;ENSG00000132386;;ENSG00000136240;;ENSG00000141756;;ENSG00000149257;;ENSG00000150961;;ENSG00000152952;;ENSG00000157613;;ENSG00000162337;;ENSG00000164692;;ENSG00000166794;;ENSG00000168487;;ENSG00000170275;;ENSG00000170374;;ENSG00000171714;;ENSG00000185624;;ENSG00000197912;;ENSG00000206013|26
C0029454|ENSG00000081087;;ENSG00000086300;;ENSG00000103249;;ENSG00000104267;;ENSG00000110719;;ENSG00000120659;;ENSG00000141655;;ENSG00000162337;;ENSG00000164889;;ENSG00000187098;;ENSG00000225190;;ENSG00000259207;;ENSG00000269335|13
C0029531|ENSG00000006530;;ENSG00000011198;;ENSG00000011405;;ENSG00000012061;;ENSG00000018510;;ENSG00000026025;;ENSG00000038427;;ENSG00000052802;;ENSG00000060069;;ENSG00000060718;;ENSG00000067704;;ENSG00000072042;;ENSG00000083067;;ENSG00000085662;;ENSG00000087086;;ENSG00000095319;;ENSG00000100053;;ENSG00000100122;;ENSG00000100345;;ENSG00000100997;;ENSG00000101421;;ENSG00000102878;;ENSG00000104884;;ENSG00000104936;;ENSG00000105370;;ENSG00000105738;;ENSG00000107537;;ENSG00000107554;;ENSG00000107859;;ENSG00000108255;;ENSG00000108479;;ENSG00000109501;;ENSG00000109846;;ENSG00000110921;;ENSG00000111846;;ENSG00000112357;;ENSG00000115419;;ENSG00000115474;;ENSG00000115839;;ENSG00000116906;;ENSG00000117394;;ENSG00000118231;;ENSG00000118873;;ENSG00000119614;;ENSG00000121634;;ENSG00000121743;;ENSG00000122126;;ENSG00000125741;;ENSG00000125864;;ENSG00000127554;;ENSG00000128039;;ENSG00000129083;;ENSG00000130826;;ENSG00000132376;;ENSG00000132612;;ENSG00000135517;;ENSG00000135929;;ENSG00000139219;;ENSG00000141161;;ENSG00000142627;;ENSG00000147155;;ENSG00000147955;;ENSG00000149476;;ENSG00000152223;;ENSG00000152661;;ENSG00000152779;;ENSG00000157881;;ENSG00000160202;;ENSG00000160285;;ENSG00000160563;;ENSG00000160957;;ENSG00000161904;;ENSG00000162129;;ENSG00000163254;;ENSG00000163499;;ENSG00000163820;;ENSG00000165916;;ENSG00000167447;;ENSG00000169359;;ENSG00000170819;;ENSG00000178573;;ENSG00000182117;;ENSG00000182187;;ENSG00000182255;;ENSG00000184302;;ENSG00000186790;;ENSG00000188158;;ENSG00000196116;;ENSG00000196365;;ENSG00000196431;;ENSG00000197601;;ENSG00000198727;;ENSG00000213139;;ENSG00000213465;;ENSG00000213930;;ENSG00000215612;;ENSG00000225830;;ENSG00000241878;;ENSG00000244752|99
C0030297|ENSG00000006283;;ENSG00000007062;;ENSG00000010671;;ENSG00000011422;;ENSG00000019991;;ENSG00000060491;;ENSG00000066405;;ENSG00000070031;;ENSG00000073756;;ENSG00000074181;;ENSG00000087245;;ENSG00000100030;;ENSG00000102468;;ENSG00000102755;;ENSG00000102854;;ENSG00000102882;;ENSG00000105329;;ENSG00000105388;;ENSG00000105953;;ENSG00000106799;;ENSG00000109084;;ENSG00000113712;;ENSG00000117525;;ENSG00000118523;;ENSG00000119535;;ENSG00000119888;;ENSG00000120217;;ENSG00000120899;;ENSG00000121807;;ENSG00000121966;;ENSG00000122687;;ENSG00000125726;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000133216;;ENSG00000134250;;ENSG00000134470;;ENSG00000134853;;ENSG00000135318;;ENSG00000136634;;ENSG00000137275;;ENSG00000137462;;ENSG00000140443;;ENSG00000141510;;ENSG00000141551;;ENSG00000141736;;ENSG00000142208;;ENSG00000143171;;ENSG00000146648;;ENSG00000147955;;ENSG00000149554;;ENSG00000160752;;ENSG00000162174;;ENSG00000163394;;ENSG00000164362;;ENSG00000164400;;ENSG00000166402;;ENSG00000166851;;ENSG00000167653;;ENSG00000167900;;ENSG00000168610;;ENSG00000169398;;ENSG00000169896;;ENSG00000170835;;ENSG00000171431;;ENSG00000171848;;ENSG00000174130;;ENSG00000177455;;ENSG00000181019;;ENSG00000182578;;ENSG00000185499;;ENSG00000186951;;ENSG00000196230;;ENSG00000197122;;ENSG00000204385;;ENSG00000213281;;ENSG00000213903;;ENSG00000213923;;ENSG00000213930|80
C0030567|ENSG00000012223;;ENSG00000047457;;ENSG00000075624;;ENSG00000116288;;ENSG00000123415;;ENSG00000132437;;ENSG00000132693;;ENSG00000136244;;ENSG00000142319;;ENSG00000145335;;ENSG00000146385;;ENSG00000151577;;ENSG00000160307;;ENSG00000186868;;ENSG00000188906;;ENSG00000232810|16
C0031762|ENSG00000003249;;ENSG00000082196;;ENSG00000140995;;ENSG00000141002;;ENSG00000141013;;ENSG00000151388;;ENSG00000164175;;ENSG00000182631;;ENSG00000204991;;ENSG00000242110;;ENSG00000258839;;ENSG00000258947|12
C0032310|ENSG00000102967;;ENSG00000106348;;ENSG00000108179;;ENSG00000112964;;ENSG00000126934;;ENSG00000135047;;ENSG00000163399;;ENSG00000164342;;ENSG00000169032;;ENSG00000178035;;ENSG00000184012;;ENSG00000196262|12
C0032460|ENSG00000103460;;ENSG00000111540;;ENSG00000111615;;ENSG00000113522;;ENSG00000115970;;ENSG00000119522;;ENSG00000131808;;ENSG00000136574;;ENSG00000137693;;ENSG00000138039;;ENSG00000139531;;ENSG00000140718;;ENSG00000148120;;ENSG00000149948;;ENSG00000169083;;ENSG00000170820;;ENSG00000171105;;ENSG00000178568|18
C0033141|ENSG00000006530;;ENSG00000025039;;ENSG00000035403;;ENSG00000041982;;ENSG00000046604;;ENSG00000057294;;ENSG00000069431;;ENSG00000072778;;ENSG00000073578;;ENSG00000077522;;ENSG00000080815;;ENSG00000089225;;ENSG00000092054;;ENSG00000096696;;ENSG00000101306;;ENSG00000101752;;ENSG00000102119;;ENSG00000106018;;ENSG00000106617;;ENSG00000106692;;ENSG00000109846;;ENSG00000111245;;ENSG00000112319;;ENSG00000112769;;ENSG00000112984;;ENSG00000114796;;ENSG00000114854;;ENSG00000116783;;ENSG00000118194;;ENSG00000118271;;ENSG00000119699;;ENSG00000120802;;ENSG00000122367;;ENSG00000123297;;ENSG00000124608;;ENSG00000126368;;ENSG00000126934;;ENSG00000127125;;ENSG00000128591;;ENSG00000129170;;ENSG00000129991;;ENSG00000130299;;ENSG00000131389;;ENSG00000132155;;ENSG00000133703;;ENSG00000134571;;ENSG00000134755;;ENSG00000134769;;ENSG00000134775;;ENSG00000135297;;ENSG00000136383;;ENSG00000136451;;ENSG00000136574;;ENSG00000138347;;ENSG00000140416;;ENSG00000140986;;ENSG00000142611;;ENSG00000143801;;ENSG00000147123;;ENSG00000149596;;ENSG00000151729;;ENSG00000151929;;ENSG00000155657;;ENSG00000157259;;ENSG00000157764;;ENSG00000159251;;ENSG00000160789;;ENSG00000160808;;ENSG00000160882;;ENSG00000162614;;ENSG00000164532;;ENSG00000166170;;ENSG00000169032;;ENSG00000169946;;ENSG00000170558;;ENSG00000170624;;ENSG00000170807;;ENSG00000170876;;ENSG00000172399;;ENSG00000173801;;ENSG00000173991;;ENSG00000175084;;ENSG00000175206;;ENSG00000181027;;ENSG00000182199;;ENSG00000182533;;ENSG00000183230;;ENSG00000183873;;ENSG00000186010;;ENSG00000187147;;ENSG00000188130;;ENSG00000196277;;ENSG00000196586;;ENSG00000197616;;ENSG00000198356;;ENSG00000198523;;ENSG00000198626;;ENSG00000198727;;ENSG00000198836;;ENSG00000198899;;ENSG00000198947;;ENSG00000203867;;ENSG00000205981;;ENSG00000217128;;ENSG00000228253;;ENSG00000265107;;ENSG00000269058;;ENSG00000284194|108
C0033578|ENSG00000005339;;ENSG00000017427;;ENSG00000037280;;ENSG00000048462;;ENSG00000050165;;ENSG00000051382;;ENSG00000074266;;ENSG00000076351;;ENSG00000082898;;ENSG00000086205;;ENSG00000087245;;ENSG00000087586;;ENSG00000090339;;ENSG00000091831;;ENSG00000100393;;ENSG00000101846;;ENSG00000102245;;ENSG00000103855;;ENSG00000105146;;ENSG00000105641;;ENSG00000105851;;ENSG00000106211;;ENSG00000106462;;ENSG00000107984;;ENSG00000109084;;ENSG00000109163;;ENSG00000109471;;ENSG00000111424;;ENSG00000111537;;ENSG00000116014;;ENSG00000118432;;ENSG00000118515;;ENSG00000119888;;ENSG00000120217;;ENSG00000120907;;ENSG00000121858;;ENSG00000121879;;ENSG00000128271;;ENSG00000131203;;ENSG00000134853;;ENSG00000135446;;ENSG00000135679;;ENSG00000136869;;ENSG00000137070;;ENSG00000137462;;ENSG00000138356;;ENSG00000139278;;ENSG00000140009;;ENSG00000140459;;ENSG00000141736;;ENSG00000141867;;ENSG00000142208;;ENSG00000142515;;ENSG00000143171;;ENSG00000143799;;ENSG00000146242;;ENSG00000147437;;ENSG00000147955;;ENSG00000151617;;ENSG00000160654;;ENSG00000163220;;ENSG00000163599;;ENSG00000164362;;ENSG00000164400;;ENSG00000164647;;ENSG00000166851;;ENSG00000167244;;ENSG00000167653;;ENSG00000167751;;ENSG00000167900;;ENSG00000169083;;ENSG00000169925;;ENSG00000170276;;ENSG00000170498;;ENSG00000173638;;ENSG00000178562;;ENSG00000178999;;ENSG00000185483;;ENSG00000186827;;ENSG00000188822;;ENSG00000196139;;ENSG00000196352;;ENSG00000198851;;ENSG00000204217;;ENSG00000204256;;ENSG00000204385;;ENSG00000213281;;ENSG00000213903;;ENSG00000239732;;ENSG00000253729;;ENSG00000263639|91
C0033860|ENSG00000005844;;ENSG00000007908;;ENSG00000009413;;ENSG00000010610;;ENSG00000010810;;ENSG00000012779;;ENSG00000019186;;ENSG00000056972;;ENSG00000062485;;ENSG00000065989;;ENSG00000075073;;ENSG00000076662;;ENSG00000081985;;ENSG00000089692;;ENSG00000090339;;ENSG00000091513;;ENSG00000095596;;ENSG00000105371;;ENSG00000105376;;ENSG00000105397;;ENSG00000105401;;ENSG00000105810;;ENSG00000106348;;ENSG00000106546;;ENSG00000110944;;ENSG00000111424;;ENSG00000111537;;ENSG00000112115;;ENSG00000112116;;ENSG00000113263;;ENSG00000113302;;ENSG00000113448;;ENSG00000115008;;ENSG00000115353;;ENSG00000115598;;ENSG00000116824;;ENSG00000118503;;ENSG00000120899;;ENSG00000121966;;ENSG00000124721;;ENSG00000125571;;ENSG00000126218;;ENSG00000127318;;ENSG00000128052;;ENSG00000128274;;ENSG00000131471;;ENSG00000131747;;ENSG00000131759;;ENSG00000131981;;ENSG00000134318;;ENSG00000134489;;ENSG00000135047;;ENSG00000135446;;ENSG00000135469;;ENSG00000135473;;ENSG00000136634;;ENSG00000137275;;ENSG00000138814;;ENSG00000139645;;ENSG00000141542;;ENSG00000143365;;ENSG00000143387;;ENSG00000145901;;ENSG00000146648;;ENSG00000152266;;ENSG00000159455;;ENSG00000160255;;ENSG00000161847;;ENSG00000162594;;ENSG00000162891;;ENSG00000163131;;ENSG00000163202;;ENSG00000164307;;ENSG00000164308;;ENSG00000164332;;ENSG00000164400;;ENSG00000164733;;ENSG00000164904;;ENSG00000166090;;ENSG00000166825;;ENSG00000168610;;ENSG00000168811;;ENSG00000169403;;ENSG00000169509;;ENSG00000170581;;ENSG00000170989;;ENSG00000172156;;ENSG00000172819;;ENSG00000174080;;ENSG00000175336;;ENSG00000177272;;ENSG00000178394;;ENSG00000179934;;ENSG00000180871;;ENSG00000182782;;ENSG00000184588;;ENSG00000185962;;ENSG00000185966;;ENSG00000186207;;ENSG00000186810;;ENSG00000187170;;ENSG00000187173;;ENSG00000187180;;ENSG00000187223;;ENSG00000187238;;ENSG00000188130;;ENSG00000188404;;ENSG00000196296;;ENSG00000196664;;ENSG00000197043;;ENSG00000197408;;ENSG00000198001;;ENSG00000198121;;ENSG00000198431;;ENSG00000198624;;ENSG00000198805;;ENSG00000203963;;ENSG00000204525;;ENSG00000204531;;ENSG00000205274;;ENSG00000205560;;ENSG00000211445;;ENSG00000213903;;ENSG00000220201;;ENSG00000232810;;ENSG00000234745;;ENSG00000239732;;ENSG00000244057;;ENSG00000255398;;ENSG00000255974;;ENSG00000257727;;ENSG00000258429;;ENSG00000267673;;ENSG00000282608|134
C0035334|ENSG00000006611;;ENSG00000007062;;ENSG00000013293;;ENSG00000032444;;ENSG00000042317;;ENSG00000042781;;ENSG00000046651;;ENSG00000070729;;ENSG00000072756;;ENSG00000080493;;ENSG00000081148;;ENSG00000084693;;ENSG00000085998;;ENSG00000095397;;ENSG00000100997;;ENSG00000101161;;ENSG00000101350;;ENSG00000101365;;ENSG00000102218;;ENSG00000102763;;ENSG00000104237;;ENSG00000104880;;ENSG00000105392;;ENSG00000105618;;ENSG00000106348;;ENSG00000106546;;ENSG00000107537;;ENSG00000107736;;ENSG00000111837;;ENSG00000112041;;ENSG00000112357;;ENSG00000112599;;ENSG00000112619;;ENSG00000112706;;ENSG00000113966;;ENSG00000115255;;ENSG00000116745;;ENSG00000117360;;ENSG00000117650;;ENSG00000117682;;ENSG00000121207;;ENSG00000121940;;ENSG00000122550;;ENSG00000122778;;ENSG00000125124;;ENSG00000129535;;ENSG00000130561;;ENSG00000130713;;ENSG00000132915;;ENSG00000133256;;ENSG00000134376;;ENSG00000136425;;ENSG00000136875;;ENSG00000137474;;ENSG00000138002;;ENSG00000139988;;ENSG00000140386;;ENSG00000140522;;ENSG00000140829;;ENSG00000141337;;ENSG00000144028;;ENSG00000147224;;ENSG00000148204;;ENSG00000148604;;ENSG00000149489;;ENSG00000150275;;ENSG00000153208;;ENSG00000156313;;ENSG00000156510;;ENSG00000156515;;ENSG00000157796;;ENSG00000162769;;ENSG00000163646;;ENSG00000163795;;ENSG00000163914;;ENSG00000164199;;ENSG00000164610;;ENSG00000164953;;ENSG00000165102;;ENSG00000165533;;ENSG00000166411;;ENSG00000167434;;ENSG00000167995;;ENSG00000170264;;ENSG00000170445;;ENSG00000173976;;ENSG00000174231;;ENSG00000175213;;ENSG00000179270;;ENSG00000182040;;ENSG00000183638;;ENSG00000185527;;ENSG00000186765;;ENSG00000186862;;ENSG00000187017;;ENSG00000187535;;ENSG00000188107;;ENSG00000188452;;ENSG00000196189;;ENSG00000197579;;ENSG00000198515;;ENSG00000198691;;ENSG00000198899;;ENSG00000210184;;ENSG00000214140;;ENSG00000235718;;ENSG00000265203;;ENSG00000268861;;ENSG00000278570|109
C0036337|ENSG00000102468;;ENSG00000109158;;ENSG00000118523;;ENSG00000146276;;ENSG00000163288;;ENSG00000166206;;ENSG00000168539;;ENSG00000169836;;ENSG00000183185;;ENSG00000186297|10
C0036341|ENSG00000006283;;ENSG00000040608;;ENSG00000070413;;ENSG00000085662;;ENSG00000093010;;ENSG00000099904;;ENSG00000100038;;ENSG00000101180;;ENSG00000102468;;ENSG00000105810;;ENSG00000108576;;ENSG00000108953;;ENSG00000109084;;ENSG00000109576;;ENSG00000110887;;ENSG00000115353;;ENSG00000118271;;ENSG00000118432;;ENSG00000118523;;ENSG00000128191;;ENSG00000128271;;ENSG00000128564;;ENSG00000131269;;ENSG00000135312;;ENSG00000135446;;ENSG00000142208;;ENSG00000146399;;ENSG00000147246;;ENSG00000147955;;ENSG00000148680;;ENSG00000149295;;ENSG00000155511;;ENSG00000157152;;ENSG00000158748;;ENSG00000163631;;ENSG00000166736;;ENSG00000168539;;ENSG00000169836;;ENSG00000172179;;ENSG00000173153;;ENSG00000175344;;ENSG00000178394;;ENSG00000179869;;ENSG00000179915;;ENSG00000180871;;ENSG00000184984;;ENSG00000196517;;ENSG00000198929;;ENSG00000204174;;ENSG00000205927;;ENSG00000244731|51
C0036529|ENSG00000006530;;ENSG00000025039;;ENSG00000035403;;ENSG00000041982;;ENSG00000046604;;ENSG00000057294;;ENSG00000069431;;ENSG00000072778;;ENSG00000073578;;ENSG00000077522;;ENSG00000080815;;ENSG00000089225;;ENSG00000092054;;ENSG00000096696;;ENSG00000101306;;ENSG00000101752;;ENSG00000102119;;ENSG00000106018;;ENSG00000106617;;ENSG00000106692;;ENSG00000109846;;ENSG00000111245;;ENSG00000112319;;ENSG00000112769;;ENSG00000112984;;ENSG00000114796;;ENSG00000114854;;ENSG00000116783;;ENSG00000118194;;ENSG00000118271;;ENSG00000119699;;ENSG00000120802;;ENSG00000122367;;ENSG00000123297;;ENSG00000124608;;ENSG00000126368;;ENSG00000126934;;ENSG00000127125;;ENSG00000128591;;ENSG00000129170;;ENSG00000129991;;ENSG00000130299;;ENSG00000131389;;ENSG00000132155;;ENSG00000133703;;ENSG00000134571;;ENSG00000134755;;ENSG00000134769;;ENSG00000134775;;ENSG00000135297;;ENSG00000136383;;ENSG00000136451;;ENSG00000136574;;ENSG00000138347;;ENSG00000140416;;ENSG00000140986;;ENSG00000142611;;ENSG00000143801;;ENSG00000147123;;ENSG00000149596;;ENSG00000151729;;ENSG00000151929;;ENSG00000155657;;ENSG00000157259;;ENSG00000157764;;ENSG00000159251;;ENSG00000160789;;ENSG00000160808;;ENSG00000160882;;ENSG00000162614;;ENSG00000164532;;ENSG00000166170;;ENSG00000169032;;ENSG00000169946;;ENSG00000170558;;ENSG00000170624;;ENSG00000170807;;ENSG00000170876;;ENSG00000172399;;ENSG00000173801;;ENSG00000173991;;ENSG00000175084;;ENSG00000175206;;ENSG00000181027;;ENSG00000182199;;ENSG00000182533;;ENSG00000183230;;ENSG00000183873;;ENSG00000186010;;ENSG00000187147;;ENSG00000188130;;ENSG00000196277;;ENSG00000196586;;ENSG00000197616;;ENSG00000198356;;ENSG00000198523;;ENSG00000198626;;ENSG00000198727;;ENSG00000198836;;ENSG00000198899;;ENSG00000198947;;ENSG00000203867;;ENSG00000205981;;ENSG00000217128;;ENSG00000228253;;ENSG00000265107;;ENSG00000269058;;ENSG00000284194|108
C0037354|ENSG00000012779;;ENSG00000100448;;ENSG00000101425;;ENSG00000132965;;ENSG00000135636;;ENSG00000143799;;ENSG00000148346;;ENSG00000149311;;ENSG00000158825;;ENSG00000162551;;ENSG00000169194;;ENSG00000257017|12
C0037773|ENSG00000014216;;ENSG00000021574;;ENSG00000032444;;ENSG00000059573;;ENSG00000068615;;ENSG00000070610;;ENSG00000072121;;ENSG00000076685;;ENSG00000081014;;ENSG00000085382;;ENSG00000085788;;ENSG00000090487;;ENSG00000100478;;ENSG00000100523;;ENSG00000102753;;ENSG00000103089;;ENSG00000104133;;ENSG00000105695;;ENSG00000107566;;ENSG00000114354;;ENSG00000116337;;ENSG00000120925;;ENSG00000123560;;ENSG00000125744;;ENSG00000130294;;ENSG00000131943;;ENSG00000132563;;ENSG00000133059;;ENSG00000133104;;ENSG00000134262;;ENSG00000134313;;ENSG00000135454;;ENSG00000138018;;ENSG00000138185;;ENSG00000144381;;ENSG00000145982;;ENSG00000147475;;ENSG00000154277;;ENSG00000154518;;ENSG00000155016;;ENSG00000155256;;ENSG00000155975;;ENSG00000155980;;ENSG00000159363;;ENSG00000159461;;ENSG00000164961;;ENSG00000165006;;ENSG00000165389;;ENSG00000165548;;ENSG00000166986;;ENSG00000168000;;ENSG00000169169;;ENSG00000169359;;ENSG00000170113;;ENSG00000170540;;ENSG00000172817;;ENSG00000174996;;ENSG00000181873;;ENSG00000185813;;ENSG00000186603;;ENSG00000196663;;ENSG00000197912;;ENSG00000198513;;ENSG00000198835;;ENSG00000198910;;ENSG00000204427;;ENSG00000221838;;ENSG00000241973;;ENSG00000242802|69
C0038013|ENSG00000105397;;ENSG00000112115;;ENSG00000113302;;ENSG00000115008;;ENSG00000115590;;ENSG00000115594;;ENSG00000160712;;ENSG00000162594;;ENSG00000164307;;ENSG00000164308;;ENSG00000168610;;ENSG00000171522;;ENSG00000187796;;ENSG00000197272;;ENSG00000234745|15
C0038356|ENSG00000037280;;ENSG00000066405;;ENSG00000066468;;ENSG00000077782;;ENSG00000080824;;ENSG00000082898;;ENSG00000089692;;ENSG00000090932;;ENSG00000096384;;ENSG00000100985;;ENSG00000102755;;ENSG00000102854;;ENSG00000105388;;ENSG00000105976;;ENSG00000106348;;ENSG00000112715;;ENSG00000113721;;ENSG00000119888;;ENSG00000120217;;ENSG00000128052;;ENSG00000131203;;ENSG00000131747;;ENSG00000132671;;ENSG00000134853;;ENSG00000138685;;ENSG00000139874;;ENSG00000141510;;ENSG00000141736;;ENSG00000142208;;ENSG00000146648;;ENSG00000147262;;ENSG00000162009;;ENSG00000167653;;ENSG00000169252;;ENSG00000169876;;ENSG00000171608;;ENSG00000171848;;ENSG00000176890;;ENSG00000178562;;ENSG00000180616;;ENSG00000182578;;ENSG00000184502;;ENSG00000185499;;ENSG00000185664;;ENSG00000196230;;ENSG00000196352;;ENSG00000196776;;ENSG00000198900;;ENSG00000278195|49
C0040028|ENSG00000011422;;ENSG00000048052;;ENSG00000090534;;ENSG00000096968;;ENSG00000106236;;ENSG00000116478;;ENSG00000117400;;ENSG00000164362;;ENSG00000168769;;ENSG00000172572;;ENSG00000179218;;ENSG00000188379|12
C0040034|ENSG00000004468;;ENSG00000012779;;ENSG00000077782;;ENSG00000090534;;ENSG00000091831;;ENSG00000095752;;ENSG00000101017;;ENSG00000102145;;ENSG00000102245;;ENSG00000102524;;ENSG00000106546;;ENSG00000110799;;ENSG00000113721;;ENSG00000115705;;ENSG00000117400;;ENSG00000128052;;ENSG00000134853;;ENSG00000137070;;ENSG00000140009;;ENSG00000143226;;ENSG00000157404;;ENSG00000160323;;ENSG00000160683;;ENSG00000162747;;ENSG00000165025;;ENSG00000165731;;ENSG00000169403;;ENSG00000171431;;ENSG00000179477;;ENSG00000180210;;ENSG00000182326;;ENSG00000188130;;ENSG00000240972|33
